# X Axis,A,output,C
1.055500000000000000e+10,-1.899690107007160123e+01,-7.156670188472989480e+01,-5.256980081465830068e+01
1.059000000000000000e+10,-1.975700112053059954e+01,-7.250325109769569565e+01,-5.274624997716509966e+01
1.062500000000000000e+10,-2.063133813106770020e+01,-7.351963018649870207e+01,-5.288829205543100187e+01
1.066000000000000000e+10,-2.164687026086070176e+01,-7.463905197731349972e+01,-5.299218171645279796e+01
1.069500000000000000e+10,-2.284222824167510169e+01,-7.589729542381070360e+01,-5.305506718213560191e+01
1.073000000000000000e+10,-2.427556619870840038e+01,-7.735074706467149497e+01,-5.307518086596309814e+01
1.076500000000000000e+10,-2.604013170396289922e+01,-7.909211788008570920e+01,-5.305198617612280287e+01
1.080000000000000000e+10,-2.829816035194399859e+01,-8.128441332007969322e+01,-5.298625296813570174e+01
1.083500000000000000e+10,-3.136157606053449953e+01,-8.424162263455120581e+01,-5.288004657401670272e+01
1.087000000000000000e+10,-3.585150821524219822e+01,-8.858814012974599450e+01,-5.273663191450380339e+01
1.090500000000000000e+10,-4.096226035275059729e+01,-9.352257021697090522e+01,-5.256030986422030082e+01
1.094000000000000000e+10,-3.699307819058989821e+01,-8.934929129812120152e+01,-5.235621310753130331e+01
1.097500000000000000e+10,-3.205945017538000030e+01,-8.418954101655580757e+01,-5.213009084117580016e+01
1.101000000000000000e+10,-2.870977536612090120e+01,-8.059788183117689186e+01,-5.188810646505599777e+01
1.104500000000000000e+10,-2.626398985149220167e+01,-7.790065248632370754e+01,-5.163666263483150232e+01
1.108000000000000000e+10,-2.435992801459099866e+01,-7.574218518067419836e+01,-5.138225716608319971e+01
1.111500000000000000e+10,-2.281299314742129880e+01,-7.394435725429579520e+01,-5.113136410687449995e+01
1.115000000000000000e+10,-2.151912312711689879e+01,-7.240945163511250371e+01,-5.089032850799559782e+01
1.118500000000000000e+10,-2.041438579502370132e+01,-7.107964742557760474e+01,-5.066526163055389986e+01
1.122000000000000000e+10,-1.945680026811039909e+01,-6.991872569641449786e+01,-5.046192542830409877e+01
1.125500000000000000e+10,-1.861733719207060034e+01,-6.890293773238920494e+01,-5.028560054031859750e+01
1.129000000000000000e+10,-1.787508765740879824e+01,-6.801602734638809977e+01,-5.014093968897930154e+01
1.132500000000000000e+10,-1.721449348509739963e+01,-6.724631020456760666e+01,-5.003181671947019993e+01
1.136000000000000000e+10,-1.662367168604340151e+01,-6.658486014612930148e+01,-4.996118846008589998e+01
1.139500000000000000e+10,-1.609335472565749825e+01,-6.602434466412249492e+01,-4.993098993846499667e+01
1.143000000000000000e+10,-1.561619464584819994e+01,-6.555827635314300039e+01,-4.994208170729479690e+01
1.146500000000000000e+10,-1.518629112439159989e+01,-6.518055212607420401e+01,-4.999426100168260234e+01
1.150000000000000000e+10,-1.479886218573239987e+01,-6.488520002360399985e+01,-5.008633783787160354e+01
1.153500000000000000e+10,-1.445000848083230061e+01,-6.466627443530180130e+01,-5.021626595446949892e+01
1.157000000000000000e+10,-1.413654049249310063e+01,-6.451785033986729445e+01,-5.038130984737419737e+01
1.160500000000000000e+10,-1.385584896994479998e+01,-6.443407411604660240e+01,-5.057822514610180065e+01
1.164000000000000000e+10,-1.360580560704589992e+01,-6.440923618767719461e+01,-5.080343058063130002e+01
1.167500000000000000e+10,-1.338468521134380040e+01,-6.443783981566990349e+01,-5.105315460432610308e+01
1.171000000000000000e+10,-1.319110335250010024e+01,-6.451464976207759605e+01,-5.132354640957750291e+01
1.174500000000000000e+10,-1.302396529912130063e+01,-6.463471303279220592e+01,-5.161074773367089819e+01
1.178000000000000000e+10,-1.288242329294419974e+01,-6.479335057998099501e+01,-5.191092728703679882e+01
1.181500000000000000e+10,-1.276584007622940042e+01,-6.498612348150129492e+01,-5.222028340527189982e+01
1.185000000000000000e+10,-1.267375721123829990e+01,-6.520878000083500581e+01,-5.253502278959670235e+01
1.188500000000000000e+10,-1.260586719102199993e+01,-6.545719161378130480e+01,-5.285132442275929776e+01
1.192000000000000000e+10,-1.256198868956730053e+01,-6.572728712087899794e+01,-5.316529843131169741e+01
1.195500000000000000e+10,-1.254204456831839920e+01,-6.601499473148659547e+01,-5.347295016316819982e+01
1.199000000000000000e+10,-1.254604246431630088e+01,-6.631620261769499791e+01,-5.377016015337869703e+01
1.202500000000000000e+10,-1.257405794356299999e+01,-6.662674868392760175e+01,-5.405269074036460353e+01
1.206000000000000000e+10,-1.262622031770879971e+01,-6.694244965892428922e+01,-5.431622934121549662e+01
1.209500000000000000e+10,-1.270270129622280031e+01,-6.725917735268740216e+01,-5.455647605646459652e+01
1.213000000000000000e+10,-1.280370668266120049e+01,-6.757298531301771050e+01,-5.476927863035650290e+01
1.216500000000000000e+10,-1.292947132603040039e+01,-6.788028186176539691e+01,-5.495081053573500185e+01
1.220000000000000000e+10,-1.308025751163410000e+01,-6.817803618437329760e+01,-5.509777867273920293e+01
1.223500000000000000e+10,-1.325635692708999969e+01,-6.846399460970569351e+01,-5.520763768261569737e+01
1.227000000000000000e+10,-1.345809627670280051e+01,-6.873687733467859573e+01,-5.527878105797579877e+01
1.230500000000000000e+10,-1.368584654995800065e+01,-6.899652467104550624e+01,-5.531067812108749848e+01
1.234000000000000000e+10,-1.394003588553530015e+01,-6.924396820107499195e+01,-5.530393231553969713e+01
1.237500000000000000e+10,-1.422116591639190020e+01,-6.948141528140349976e+01,-5.526024936501160312e+01
1.241000000000000000e+10,-1.452983143490870077e+01,-6.971215168869611034e+01,-5.518232025378740246e+01
1.244500000000000000e+10,-1.486674317340269980e+01,-6.994038198840610221e+01,-5.507363881500339886e+01
1.248000000000000000e+10,-1.523275343718909980e+01,-7.017103623322459782e+01,-5.493828279603550158e+01
1.251500000000000000e+10,-1.562888422083559981e+01,-7.040957303320699623e+01,-5.478068881237140175e+01
1.255000000000000000e+10,-1.605635722242449859e+01,-7.066180378507169735e+01,-5.460544656264720231e+01
1.258500000000000000e+10,-1.651662473926030117e+01,-7.093375356798330245e+01,-5.441712882872300128e+01
1.262000000000000000e+10,-1.701139959578809879e+01,-7.123156382783099616e+01,-5.422016423204289737e+01
1.265500000000000000e+10,-1.754268069225729931e+01,-7.156143245055440616e+01,-5.401875175829709974e+01
1.269000000000000000e+10,-1.811276788357389833e+01,-7.192957864501190102e+01,-5.381681076143799913e+01
1.272500000000000000e+10,-1.872425464021920050e+01,-7.234221217269470117e+01,-5.361795753247550067e+01
1.276000000000000000e+10,-1.937997737720030145e+01,-7.280547636633450281e+01,-5.342549898913419781e+01
1.279500000000000000e+10,-2.008288296098729830e+01,-7.332531782161768774e+01,-5.324243486063039654e+01
1.283000000000000000e+10,-2.083574446199850172e+01,-7.390720571795620231e+01,-5.307146125595770059e+01
1.286500000000000000e+10,-2.164059900643509948e+01,-7.455556926956440122e+01,-5.291497026312929819e+01
1.290000000000000000e+10,-2.249768418508849877e+01,-7.527272616005619454e+01,-5.277504197496769933e+01
1.293500000000000000e+10,-2.340349308549539842e+01,-7.605692004440450660e+01,-5.265342695890910107e+01
1.297000000000000000e+10,-2.434736273738310075e+01,-7.689888138347680524e+01,-5.255151864609369738e+01
1.300500000000000000e+10,-2.530590708803229916e+01,-7.777622348702639954e+01,-5.247031639899410038e+01
1.304000000000000000e+10,-2.623520303938289899e+01,-7.864558415662999380e+01,-5.241038111724709836e+01
1.307500000000000000e+10,-2.706342515407679983e+01,-7.943521129663669456e+01,-5.237178614255989828e+01
1.311000000000000000e+10,-2.769302657787719824e+01,-8.004709349387159989e+01,-5.235406691599440165e+01
1.314500000000000000e+10,-2.802634543936600053e+01,-8.038251878198489919e+01,-5.235617334261890221e+01
1.318000000000000000e+10,-2.801315277590320107e+01,-8.038958196969259973e+01,-5.237642919378939865e+01
1.321500000000000000e+10,-2.768261858063510061e+01,-8.009512181855851054e+01,-5.241250323792340282e+01
1.325000000000000000e+10,-2.712427251614510126e+01,-7.958566978195790398e+01,-5.246139726581279916e+01
1.328500000000000000e+10,-2.643971344789819966e+01,-7.895917029308129997e+01,-5.251945684518310031e+01
1.332000000000000000e+10,-2.570901577573469865e+01,-7.829142720614760265e+01,-5.258241143041289689e+01
1.335500000000000000e+10,-2.498308544073979931e+01,-7.762853648171488885e+01,-5.264545104097509665e+01
1.339000000000000000e+10,-2.428949710267719908e+01,-7.699284356775109472e+01,-5.270334646507389920e+01
1.342500000000000000e+10,-2.364059857441479906e+01,-7.639121652214140568e+01,-5.275061794772660306e+01
1.346000000000000000e+10,-2.303972256642130034e+01,-7.582147526353810463e+01,-5.278175269711680073e+01
1.349500000000000000e+10,-2.248512104171319947e+01,-7.527658494041560289e+01,-5.279146389870240341e+01
1.353000000000000000e+10,-2.197226739144729990e+01,-7.474724136660130114e+01,-5.277497397515399769e+01
1.356500000000000000e+10,-2.149517544366619859e+01,-7.422347023074900108e+01,-5.272829478708280249e+01
1.360000000000000000e+10,-2.104717887571850099e+01,-7.369564967673929345e+01,-5.264847080102079957e+01
1.363500000000000000e+10,-2.062143519354669863e+01,-7.315518668838619476e+01,-5.253375149483949968e+01
1.367000000000000000e+10,-2.021129764167750054e+01,-7.259496587563050696e+01,-5.238366823395300287e+01
1.370500000000000000e+10,-1.981062229443789846e+01,-7.200962946522820118e+01,-5.219900717079030272e+01
1.374000000000000000e+10,-1.941403059039049950e+01,-7.139571948411989410e+01,-5.198168889372939816e+01
1.377500000000000000e+10,-1.901712055519740119e+01,-7.075170230101750235e+01,-5.173458174582010116e+01
1.381000000000000000e+10,-1.861660856902189920e+01,-7.007789296372030208e+01,-5.146128439469840288e+01
1.384500000000000000e+10,-1.821038500040409858e+01,-6.937629792291589581e+01,-5.116591292251180079e+01
1.388000000000000000e+10,-1.779747771669470069e+01,-6.865039787473079969e+01,-5.085292015803609900e+01
1.391500000000000000e+10,-1.737793222306699903e+01,-6.790489591564829652e+01,-5.052696369258129749e+01
1.395000000000000000e+10,-1.695263035151669939e+01,-6.714545781762690524e+01,-5.019282746611020229e+01
1.398500000000000000e+10,-1.652307681124360172e+01,-6.637846902068520194e+01,-4.985539220944159666e+01
1.402000000000000000e+10,-1.609118306977330093e+01,-6.561082619797051052e+01,-4.951964312819720249e+01
1.405500000000000000e+10,-1.565907224692499966e+01,-6.484977095116948931e+01,-4.919069870424449675e+01
1.409000000000000000e+10,-1.522891982656459930e+01,-6.410276150665148975e+01,-4.887384168008689755e+01
1.412500000000000000e+10,-1.480283596555860015e+01,-6.337736768091230033e+01,-4.857453171535370018e+01
1.416000000000000000e+10,-1.438278801680569963e+01,-6.268116703349309660e+01,-4.829837901668739875e+01
1.419500000000000000e+10,-1.397055738178879913e+01,-6.202161772362850201e+01,-4.805106034183970110e+01
1.423000000000000000e+10,-1.356772281354790088e+01,-6.140588739784810457e+01,-4.783816458430020191e+01
1.426500000000000000e+10,-1.317566215406930041e+01,-6.084062807324909983e+01,-4.766496591917979941e+01
1.430000000000000000e+10,-1.279556545992540073e+01,-6.033170369338370165e+01,-4.753613823345830269e+01
1.433500000000000000e+10,-1.242845392248830017e+01,-5.988389676791729954e+01,-4.745544284542899760e+01
1.437000000000000000e+10,-1.207520050471300088e+01,-5.950063760865650409e+01,-4.742543710394350143e+01
1.440500000000000000e+10,-1.173654956596880083e+01,-5.918380721122320409e+01,-4.744725764525440326e+01
1.444000000000000000e+10,-1.141313383862850017e+01,-5.893365770081510391e+01,-4.752052386218660018e+01
1.447500000000000000e+10,-1.110548794750200052e+01,-5.874887260187460214e+01,-4.764338465437260339e+01
1.451000000000000000e+10,-1.081405825890630013e+01,-5.862675955748120060e+01,-4.781270129857490048e+01
1.454500000000000000e+10,-1.053920925644709961e+01,-5.856354087058679880e+01,-4.802433161413969742e+01
1.458000000000000000e+10,-1.028122690963530061e+01,-5.855469141460790183e+01,-4.827346450497260122e+01
1.461500000000000000e+10,-1.004031966493199945e+01,-5.859527258111909731e+01,-4.855495291618709786e+01
1.465000000000000000e+10,-9.816617772551769150e+00,-5.868022227488117437e+01,-4.886360450232940167e+01
1.468500000000000000e+10,-9.610171683820560418e+00,-5.880457819557665999e+01,-4.919440651175609958e+01
1.472000000000000000e+10,-9.420950224802290052e+00,-5.896362842725228859e+01,-4.954267820244999854e+01
1.475500000000000000e+10,-9.248839180897910239e+00,-5.915299572706000930e+01,-4.990415654616209906e+01
1.479000000000000000e+10,-9.093640822045360395e+00,-5.936866871142785840e+01,-5.027502788938249978e+01
1.482500000000000000e+10,-8.955074767596670426e+00,-5.960699519126976753e+01,-5.065192042367309710e+01
1.486000000000000000e+10,-8.832780443886990795e+00,-5.986465182742009006e+01,-5.103187138353310104e+01
1.489500000000000000e+10,-8.726321237079810444e+00,-6.013860164335461178e+01,-5.141228040627480311e+01
1.493000000000000000e+10,-8.635190300534040020e+00,-6.042604789427274170e+01,-5.179085759373869990e+01
1.496500000000000000e+10,-8.558817850262510518e+00,-6.072439001415750681e+01,-5.216557216389499985e+01
1.500000000000000000e+10,-8.496579682487130469e+00,-6.103118513044883287e+01,-5.253460544796170240e+01
