# X Axis,A,output,C
3.870000000000000000e+09,-5.010711804794289748e+01,-9.782972632018410764e+01,-4.772260827224120305e+01
3.905000000000000000e+09,-5.017446332311409662e+01,-9.801807645475190611e+01,-4.784361313163780238e+01
3.940000000000000000e+09,-5.024346829636189682e+01,-9.820820046822780114e+01,-4.796473217186589721e+01
3.975000000000000000e+09,-5.031423483079719716e+01,-9.840023301483870455e+01,-4.808599818404150028e+01
4.010000000000000000e+09,-5.038687506371380209e+01,-9.859431957491570131e+01,-4.820744451120189922e+01
4.045000000000000000e+09,-5.046151259130469668e+01,-9.879061770079239579e+01,-4.832910510948769911e+01
4.080000000000000000e+09,-5.053828381346689724e+01,-9.898929842595499906e+01,-4.845101461248810182e+01
4.115000000000000000e+09,-5.061733946449150068e+01,-9.919054786359549780e+01,-4.857320839910399712e+01
4.150000000000000477e+09,-5.069884636033670233e+01,-9.939456902565359542e+01,-4.869572266531690019e+01
4.184999999999999523e+09,-5.078298939911680066e+01,-9.960158389940670531e+01,-4.881859450028989755e+01
4.219999999999999523e+09,-5.086997385873460331e+01,-9.981183582600769455e+01,-4.894186196727309834e+01
4.255000000000000000e+09,-5.096002804453070212e+01,-1.000255922343648933e+02,-4.906556418983419832e+01
4.290000000000000000e+09,-5.105340635087849677e+01,-1.002431477948704952e+02,-4.918974144399199844e+01
4.325000000000000000e+09,-5.115039281438299668e+01,-1.004648280712804933e+02,-4.931443525689749663e+01
4.360000000000000000e+09,-5.125130525349050004e+01,-1.006909937662684911e+02,-4.943968851277799814e+01
4.395000000000000000e+09,-5.135650011082189792e+01,-1.009220456777708961e+02,-4.956554556694899816e+01
4.430000000000000000e+09,-5.146637814175870318e+01,-1.011584305105492092e+02,-4.969205236879049892e+01
4.465000000000000000e+09,-5.158139112739080190e+01,-1.014006477220914064e+02,-4.981925659470059742e+01
4.500000000000000000e+09,-5.170204983421089651e+01,-1.016492576263729006e+02,-4.994720779216199702e+01
4.535000000000000000e+09,-5.182893350010439804e+01,-1.019048910363136997e+02,-5.007595753620930168e+01
4.570000000000000000e+09,-5.196270120042599672e+01,-1.021682608001762986e+02,-5.020555959975030191e+01
4.605000000000000000e+09,-5.210410554536110084e+01,-1.024401756847543936e+02,-5.033607013939329988e+01
4.640000000000000000e+09,-5.225400928849710169e+01,-1.027215571871550992e+02,-5.046754789865799751e+01
4.675000000000000000e+09,-5.241340559848330116e+01,-1.030134600291978018e+02,-5.060005443071450060e+01
4.710000000000000000e+09,-5.258344297740929818e+01,-1.033170973205066048e+02,-5.073365434309729949e+01
4.745000000000000000e+09,-5.276545612542700070e+01,-1.036338716926331927e+02,-5.086841556720619906e+01
4.780000000000000000e+09,-5.296100448653500337e+01,-1.039654141423555984e+02,-5.100440965582060215e+01
4.815000000000000000e+09,-5.317192081778040347e+01,-1.043136329301296996e+02,-5.114171211234930325e+01
4.850000000000000000e+09,-5.340037298222159734e+01,-1.046807757383396051e+02,-5.128040275611800070e+01
4.885000000000000000e+09,-5.364894339472390072e+01,-1.050695095234029992e+02,-5.142056612867909848e+01
4.920000000000000000e+09,-5.392073233386960140e+01,-1.054830242808099001e+02,-5.156229194694029871e+01
4.955000000000000000e+09,-5.421949396180799852e+01,-1.059251695716764914e+02,-5.170567560986849998e+01
4.990000000000000000e+09,-5.454981782219760333e+01,-1.064006365888692045e+02,-5.185081876667160117e+01
5.025000000000000000e+09,-5.491737453784850231e+01,-1.069152044935784005e+02,-5.199782995572989819e+01
5.060000000000000000e+09,-5.532925354763779779e+01,-1.074760788728210059e+02,-5.214682532518320102e+01
5.095000000000000000e+09,-5.579443476927470158e+01,-1.080923642173330990e+02,-5.229792944805839738e+01
5.130000000000000000e+09,-5.632445755217069916e+01,-1.087757337993666908e+02,-5.245127624719599879e+01
5.165000000000000000e+09,-5.693438182816179705e+01,-1.095413918762783965e+02,-5.260701004811659942e+01
5.200000000000000000e+09,-5.764417659046389986e+01,-1.104094633719309968e+02,-5.276528678146709694e+01
5.235000000000000000e+09,-5.848069457877240040e+01,-1.114069699397261104e+02,-5.292627536095370289e+01
5.270000000000000000e+09,-5.948026217382179937e+01,-1.125704214417099962e+02,-5.309015926788819684e+01
5.305000000000000000e+09,-6.069097810840810325e+01,-1.139481164882874964e+02,-5.325713837987940025e+01
5.340000000000000000e+09,-6.216897857429439966e+01,-1.155964096633851028e+02,-5.342743108909070315e+01
5.375000000000000000e+09,-6.393939704816389735e+01,-1.175406738133824973e+02,-5.360127676521859996e+01
5.410000000000000000e+09,-6.579394510407379926e+01,-1.195728837344753970e+02,-5.377893863040159772e+01
5.445000000000000000e+09,-6.671046164522719835e+01,-1.206711687734197938e+02,-5.396070712819260251e+01
5.480000000000000000e+09,-6.536557812481210306e+01,-1.195124820120580011e+02,-5.414690388724589809e+01
5.515000000000000000e+09,-6.262212555180099827e+01,-1.169600119550852071e+02,-5.433788640328420172e+01
5.550000000000000000e+09,-5.978147735503500115e+01,-1.143155309462171090e+02,-5.453405359118210072e+01
5.585000000000000000e+09,-5.720789997200670030e+01,-1.119437523656056896e+02,-5.473585239359899646e+01
5.620000000000000000e+09,-5.490538911165260316e+01,-1.098491747860076089e+02,-5.494378567435499860e+01
5.655000000000000000e+09,-5.281659906180829722e+01,-1.079750207357197951e+02,-5.515842167391149786e+01
5.690000000000000000e+09,-5.088727085756779900e+01,-1.062676762172614957e+02,-5.538040535969369671e+01
5.725000000000000000e+09,-4.907487133327560258e+01,-1.046853433944179130e+02,-5.561047206114230335e+01
5.760000000000000000e+09,-4.734695625165129940e+01,-1.031964200787789991e+02,-5.584946382712769974e+01
5.795000000000000000e+09,-4.567845453932199717e+01,-1.017768034963926027e+02,-5.609834895707059843e+01
5.830000000000000000e+09,-4.404947806163269775e+01,-1.004077231472959966e+02,-5.635824508566329882e+01
5.865000000000000000e+09,-4.244375580271250215e+01,-9.907420174505899979e+01,-5.663044594234649765e+01
5.900000000000000000e+09,-4.084754710062679806e+01,-9.776399836216999972e+01,-5.691645126154320167e+01
5.935000000000000000e+09,-3.924889594784310276e+01,-9.646689385588520338e+01,-5.721799790804210062e+01
5.970000000000000000e+09,-3.763713379278210169e+01,-9.517422118758940996e+01,-5.753708739480730117e+01
6.005000000000000000e+09,-3.600258041925459906e+01,-9.387857974509410042e+01,-5.787599932583950135e+01
6.040000000000000000e+09,-3.433642685744560197e+01,-9.257369654651540714e+01,-5.823726968906979806e+01
6.075000000000000000e+09,-3.263081219279479939e+01,-9.125440607832850048e+01,-5.862359388553370110e+01
6.110000000000000000e+09,-3.087912607583620073e+01,-8.991670849084199801e+01,-5.903758241500580084e+01
6.145000000000000000e+09,-2.907657142846969833e+01,-8.855782072939200589e+01,-5.948124930092230045e+01
6.180000000000000000e+09,-2.722098502802629838e+01,-8.717604246534460799e+01,-5.995505743731830250e+01
6.215000000000000000e+09,-2.531380031699140076e+01,-8.577012273929800301e+01,-6.045632242230659870e+01
6.250000000000000000e+09,-2.336081306544830127e+01,-8.433771215807939825e+01,-6.097689909263110053e+01
6.285000000000000000e+09,-2.137211425431049960e+01,-8.287264993938549651e+01,-6.150053568507500046e+01
6.320000000000000000e+09,-1.936042019079030041e+01,-8.136162193951280130e+01,-6.200120174872250089e+01
6.355000000000000000e+09,-1.733750115752669885e+01,-7.978222564189870525e+01,-6.244472448437200285e+01
6.390000000000000000e+09,-1.530951908197859979e+01,-7.810586928791940409e+01,-6.279635020594079720e+01
6.425000000000000000e+09,-1.327136307000379922e+01,-7.630824224539449574e+01,-6.303687917539070185e+01
6.460000000000000000e+09,-1.118591923773990082e+01,-7.437816426988599972e+01,-6.319224503214609712e+01
6.495000000000000000e+09,-8.851761575972760809e+00,-7.220264221270745963e+01,-6.335088063673470060e+01
6.530000000000000000e+09,-5.310389910067510044e+00,-6.827809113028321519e+01,-6.296770122021570160e+01
6.565000000000000000e+09,-2.526475043005369958e+00,-6.603534254463487230e+01,-6.350886750162950278e+01
6.600000000000000000e+09,-4.837521151070509617e+00,-6.878093111947320892e+01,-6.394340996840269753e+01
6.635000000000000000e+09,-6.180192730242420218e+00,-7.027407715146362932e+01,-6.409388442122120466e+01
6.670000000000000000e+09,-7.067114164453699665e+00,-7.149667642631339959e+01,-6.442956226185970081e+01
6.705000000000000000e+09,-7.798975819598189752e+00,-7.264089866603907808e+01,-6.484192284644089455e+01
6.740000000000000000e+09,-8.436448049488980416e+00,-7.368473720415826733e+01,-6.524828915466929402e+01
6.775000000000000000e+09,-9.001199816997269565e+00,-7.460488091871997085e+01,-6.560368110172269951e+01
6.810000000000000000e+09,-9.511866678927539454e+00,-7.537481233615443443e+01,-6.586294565722690209e+01
6.845000000000000000e+09,-9.986657761595280292e+00,-7.595588155760428606e+01,-6.596922379600900399e+01
6.880000000000000000e+09,-1.044142238636779929e+01,-7.630478208269070706e+01,-6.586335969632290244e+01
6.915000000000000000e+09,-1.088815968410479940e+01,-7.639504984013419175e+01,-6.550689015602939946e+01
6.950000000000000000e+09,-1.133448785752550059e+01,-7.623680614979180348e+01,-6.490231829226630111e+01
6.985000000000000000e+09,-1.178386076822549988e+01,-7.587674247985430043e+01,-6.409288171162880587e+01
7.020000000000000000e+09,-1.223622884355309992e+01,-7.537881752701179039e+01,-6.314258868345869757e+01
7.055000000000000000e+09,-1.268886257694749986e+01,-7.480292961719069922e+01,-6.211406704024319936e+01
7.090000000000000000e+09,-1.313712684732550073e+01,-7.419408316870649855e+01,-6.105695632138100137e+01
7.125000000000000000e+09,-1.357509397998149936e+01,-7.358181869536069541e+01,-6.000672471537919961e+01
7.160000000000000000e+09,-1.399598377273039951e+01,-7.298451154237170613e+01,-5.898852776964130129e+01
7.195000000000000000e+09,-1.439249372181899922e+01,-7.241449004326089778e+01,-5.802199632144189678e+01
7.230000000000000000e+09,-1.475711907327690042e+01,-7.188225473200630233e+01,-5.712513565872939836e+01
7.265000000000000000e+09,-1.508255659752859934e+01,-7.139929258650829524e+01,-5.631673598897970123e+01
7.300000000000000000e+09,-1.536224026273779941e+01,-7.097926712803869975e+01,-5.561702686530090034e+01
7.335000000000000000e+09,-1.559098121342680088e+01,-7.063737124744480411e+01,-5.504639003401800323e+01
7.370000000000000000e+09,-1.576560260392730051e+01,-7.038788020417830182e+01,-5.462227760025100309e+01
7.405000000000000000e+09,-1.588540911972230063e+01,-7.024064389817020526e+01,-5.435523477844790108e+01
7.440000000000000000e+09,-1.595234512122740078e+01,-7.019804066688379862e+01,-5.424569554565640317e+01
7.475000000000000000e+09,-1.597077834995610068e+01,-7.025396047438189839e+01,-5.428318212442579949e+01
7.510000000000000000e+09,-1.594696123913969998e+01,-7.039531377758740405e+01,-5.444835253844770051e+01
7.545000000000000000e+09,-1.588831204970369981e+01,-7.060513496220289653e+01,-5.471682291249919672e+01
7.580000000000000000e+09,-1.580268448152900085e+01,-7.086572888317999741e+01,-5.506304440165099834e+01
7.615000000000000000e+09,-1.569775854945829963e+01,-7.116076083709189959e+01,-5.546300228763359996e+01
7.650000000000000000e+09,-1.558061885067819929e+01,-7.147603783165349967e+01,-5.589541898097530037e+01
7.685000000000000000e+09,-1.545752367201760080e+01,-7.179930382758720953e+01,-5.634178015556960162e+01
7.720000000000000000e+09,-1.533382904106790079e+01,-7.211952839442901109e+01,-5.678569935336110319e+01
7.755000000000000000e+09,-1.521401770328379932e+01,-7.242608883571409706e+01,-5.721207113243030307e+01
7.790000000000000000e+09,-1.510178632138179999e+01,-7.270812167554609573e+01,-5.760633535416430107e+01
7.825000000000000000e+09,-1.500015558381639913e+01,-7.295423268456049470e+01,-5.795407710074410090e+01
7.860000000000000000e+09,-1.491158062891580016e+01,-7.315269877730550263e+01,-5.824111814838970247e+01
7.895000000000000000e+09,-1.483804980573490084e+01,-7.329222318818500526e+01,-5.845417338245010086e+01
7.930000000000000000e+09,-1.478116726865060038e+01,-7.336317344571440913e+01,-5.858200617706380342e+01
7.965000000000000000e+09,-1.474221947012070011e+01,-7.335904287542179247e+01,-5.861682340530109769e+01
8.000000000000000000e+09,-1.472222795921840088e+01,-7.327771062422119996e+01,-5.855548266500279908e+01
8.035000000000000000e+09,-1.472199172661069966e+01,-7.312205929235989288e+01,-5.840006756574919677e+01
8.070000000000000000e+09,-1.474212224085549927e+01,-7.289971111743240328e+01,-5.815758887657690224e+01
8.105000000000000000e+09,-1.478307371737809994e+01,-7.262197886469350294e+01,-5.783890514731540122e+01
8.140000000000000954e+09,-1.484517033530440067e+01,-7.230240208403239421e+01,-5.745723174872799888e+01
8.175000000000000954e+09,-1.492863125093160015e+01,-7.195530893843680076e+01,-5.702667768750519883e+01
8.210000000000000954e+09,-1.503359345727020013e+01,-7.159471949606628982e+01,-5.656112603879609679e+01
8.244999999999999046e+09,-1.516013185776150074e+01,-7.123370768431840361e+01,-5.607357582655689754e+01
8.279999999999999046e+09,-1.530827536661650079e+01,-7.088417823840750032e+01,-5.557590287179100130e+01
8.314999999999999046e+09,-1.547801739258130027e+01,-7.055693442483479316e+01,-5.507891703225350000e+01
8.350000000000000000e+09,-1.566931865751059938e+01,-7.026189751465030042e+01,-5.459257885713969927e+01
8.385000000000000000e+09,-1.588209988094100034e+01,-7.000835719472119933e+01,-5.412625731378020077e+01
8.420000000000000000e+09,-1.611622135637750119e+01,-6.980515833247250157e+01,-5.368893697609500038e+01
8.455000000000000000e+09,-1.637144578964510089e+01,-6.966075327092460157e+01,-5.328930748127950068e+01
8.490000000000000000e+09,-1.664737992319770044e+01,-6.958307085961840244e+01,-5.293569093642069845e+01
8.525000000000000000e+09,-1.694338944562770166e+01,-6.957917970252970008e+01,-5.263579025690199842e+01
8.560000000000000954e+09,-1.725848060765000014e+01,-6.965475873107700977e+01,-5.239627812342700253e+01
8.595000000000000000e+09,-1.759114117672649868e+01,-6.981343177022799296e+01,-5.222229059350149782e+01
8.630000000000000000e+09,-1.793913360098159870e+01,-7.005606319171619134e+01,-5.211692959073459974e+01
8.665000000000000000e+09,-1.829923592489910078e+01,-7.038013148373130434e+01,-5.208089555883219646e+01
8.700000000000000000e+09,-1.866693350266130125e+01,-7.077928356095819140e+01,-5.211235005829689726e+01
8.735000000000000000e+09,-1.903608045706549845e+01,-7.124312949643399406e+01,-5.220704903936849917e+01
8.770000000000000000e+09,-1.939857831612529893e+01,-7.175729093304370565e+01,-5.235871261691840317e+01
8.805000000000000000e+09,-1.974416265584250141e+01,-7.230370038578379877e+01,-5.255953772994129736e+01
8.840000000000000000e+09,-2.006044140904209883e+01,-7.286117968328230177e+01,-5.280073827424020294e+01
8.875000000000000000e+09,-2.033336799914109960e+01,-7.340638271997799791e+01,-5.307301472083690186e+01
8.910000000000000000e+09,-2.054831189939070057e+01,-7.391520831054690177e+01,-5.336689641115619764e+01
8.945000000000000000e+09,-2.069175157582650115e+01,-7.436469639792500175e+01,-5.367294482209850059e+01
8.980000000000000000e+09,-2.075334558963799836e+01,-7.473518710524470521e+01,-5.398184151560670330e+01
9.015000000000000000e+09,-2.072783724799799998e+01,-7.501224298951009928e+01,-5.428440574151210285e+01
9.050000000000000000e+09,-2.061613056403480115e+01,-7.518772588615199481e+01,-5.457159532211719721e+01
9.085000000000000000e+09,-2.042510946554889983e+01,-7.525965304589909977e+01,-5.483454358035019993e+01
9.120000000000000000e+09,-2.016627579352689992e+01,-7.523095202899349943e+01,-5.506467623546659951e+01
9.155000000000000000e+09,-1.985373559314529857e+01,-7.510767051286019580e+01,-5.525393491971490079e+01
9.190000000000000000e+09,-1.950219399223560046e+01,-7.489730153487819564e+01,-5.539510754264259873e+01
9.225000000000000000e+09,-1.912542698220860160e+01,-7.460765923663190335e+01,-5.548223225442330175e+01
9.260000000000000000e+09,-1.873538869746469970e+01,-7.424639747503699994e+01,-5.551100877757230023e+01
9.295000000000000000e+09,-1.834187647050760006e+01,-7.382100731802839277e+01,-5.547913084752079982e+01
9.330000000000000000e+09,-1.795257589891269845e+01,-7.333903437198549113e+01,-5.538645847307279979e+01
9.365000000000000000e+09,-1.757331047559440051e+01,-7.280829263966670339e+01,-5.523498216407229933e+01
9.400000000000000000e+09,-1.720836738336370075e+01,-7.223695046800109765e+01,-5.502858308463739689e+01
9.435000000000000000e+09,-1.686082273762029970e+01,-7.163346600570049816e+01,-5.477264326808020201e+01
9.470000000000000000e+09,-1.653282895627900118e+01,-7.100641855524649770e+01,-5.447358959896750008e+01
9.505000000000000000e+09,-1.622585158857960153e+01,-7.036430806473839539e+01,-5.413845647615880097e+01
9.540000000000000000e+09,-1.594085611280419990e+01,-6.971538658451800075e+01,-5.377453047171380263e+01
9.575000000000000000e+09,-1.567845106227940022e+01,-6.906755981085539986e+01,-5.338910874857599964e+01
9.610000000000000000e+09,-1.543899560403129989e+01,-6.842836912941359628e+01,-5.298937352538229817e+01
9.645000000000000000e+09,-1.522267946180230069e+01,-6.780504341311339545e+01,-5.258236395131110186e+01
9.680000000000000000e+09,-1.502958203050279984e+01,-6.720459718375869329e+01,-5.217501515325589878e+01
9.715000000000000000e+09,-1.485971627940059925e+01,-6.663394575710960055e+01,-5.177422947770899953e+01
9.750000000000000000e+09,-1.471306186167869967e+01,-6.610000591771130019e+01,-5.138694405603259696e+01
9.785000000000000000e+09,-1.458959084010919938e+01,-6.560975079617129779e+01,-5.102015995606210197e+01
9.820000000000000000e+09,-1.448928862164139986e+01,-6.517019002719720788e+01,-5.068090140555580092e+01
9.855000000000000000e+09,-1.441217205268320001e+01,-6.478825269804400477e+01,-5.037608064536080121e+01
9.890000000000000000e+09,-1.435830613648479925e+01,-6.447056351342700964e+01,-5.011225737694220328e+01
9.925000000000000000e+09,-1.432782046938790010e+01,-6.422312337461909237e+01,-4.989530290523119760e+01
9.960000000000000000e+09,-1.432092623328030001e+01,-6.405093218995949655e+01,-4.973000595667920010e+01
9.995000000000000000e+09,-1.433793441226019993e+01,-6.395761729776799598e+01,-4.961968288550779960e+01
1.003000000000000000e+10,-1.437927581246970021e+01,-6.394514475343439841e+01,-4.956586894096469820e+01
1.006500000000000000e+10,-1.444552345056120046e+01,-6.401368336895210120e+01,-4.956815991839089719e+01
1.010000000000000000e+10,-1.453741793886890044e+01,-6.416166087303290055e+01,-4.962424293416400189e+01
1.013500000000000000e+10,-1.465589664081639931e+01,-6.438600699776939962e+01,-4.973011035695299853e+01
1.017000000000000000e+10,-1.480212761337499927e+01,-6.468253634178088873e+01,-4.988040872840589657e+01
1.020500000000000000e+10,-1.497754972116869965e+01,-6.504639980384369835e+01,-5.006885008267499870e+01
1.024000000000000000e+10,-1.518392084333759939e+01,-6.547253327502509990e+01,-5.028861243168749695e+01
1.027500000000000000e+10,-1.542337687093469967e+01,-6.595605149214270568e+01,-5.053267462120800246e+01
1.031000000000000000e+10,-1.569850532405710020e+01,-6.649256300184410406e+01,-5.079405767778700209e+01
1.034500000000000000e+10,-1.601243908931559901e+01,-6.707840917853920359e+01,-5.106597008922359748e+01
1.038000000000000000e+10,-1.636897829342069954e+01,-6.771085078619209696e+01,-5.134187249277140097e+01
1.041500000000000000e+10,-1.677275219655599869e+01,-6.838823910102200898e+01,-5.161548690446600318e+01
1.045000000000000000e+10,-1.722943908508640121e+01,-6.911021768439820789e+01,-5.188077859931180313e+01
1.048500000000000000e+10,-1.774607201900489883e+01,-6.987800945084040904e+01,-5.213193743183550311e+01
1.052000000000000000e+10,-1.833147479536069824e+01,-7.069485634080619718e+01,-5.236338154544549894e+01
